"ESTADO","ETAPA_CASO","LEY","PAÍS_HECHO","DEPARTAMENTO_HECHO","MUNICIPIO_HECHO","SECCIONAL_ACTUAL","DELITO","GRUPO_DELITO","CONSUMADO","AÑO_ACTUACIÓN","ACTUACIONES_AGRUPADAS","CUENTA_PROCESO_INDICIADO"
"ACTIVO","JUICIO","Ley 906","Colombia","Cundinamarca","FUSAGASUGÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","PREACUERDOS LEGALIZADOS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR REVELAR O DAR A CONOCER EL CONTENIDO DE LA INFORMACION EN PERJUICIO DE OTRO ART. 269H N4","DELITOS INFORMATICOS","NO APLICA","2010","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Casanare","YOPAL","DIRECCIÓN SECCIONAL DE CASANARE","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2021","PREACUERDOS LEGALIZADOS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cundinamarca","CHÍA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","TRASLADOS","1"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Cundinamarca","SOACHA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2014","CAPTURAS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2020","PREACUERDOS LEGALIZADOS","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Chocó","QUIBDO","DIRECCIÓN SECCIONAL DE CHOCÓ","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2019","ESCRITOS DE ACUSACION","3"
"INACTIVO","INDAGACIÓN","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","2"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","CAPTURAS","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Tolima","RONCESVALLES","DIRECCIÓN SECCIONAL DE TOLIMA","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","ESCRITOS DE ACUSACION","2"
"INACTIVO","JUICIO","Ley 906","Colombia","Cundinamarca","SIMIJACA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","ESCRITOS DE ACUSACION","1"
"INACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2024","PRINCIPIOS DE OPORTUNIDAD LEGALIZADOS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","1"
"INACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Cesar","RÍO DE ORO","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","CAPTURAS","1"
"INACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCION ESPECIALIZADA CONTRA LOS DELITOS INFORMATICOS","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","1"
"ACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","IMPUTACIONES","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","ESCRITOS DE ACUSACION","1"
"INACTIVO","INDAGACIÓN","Ley 906","Colombia","Antioquia","SABANETA","DIRECCIÓN SECCIONAL DE MEDELLÍN","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2018","CAPTURAS","1"
"INACTIVO","JUICIO","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","PRINCIPIOS DE OPORTUNIDAD LEGALIZADOS","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Cauca","TIMBÍO","DIRECCIÓN SECCIONAL DE CAUCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","IMPUTACIONES","12"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE QUINDÍO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2014","IMPUTACIONES","12"
"INACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCION ESPECIALIZADA CONTRA LA CORRUPCIÓN","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3","DELITOS INFORMATICOS","NO APLICA","2024","CAPTURAS","5"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2018","CAPTURAS","10"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","IMPUTACIONES","16"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Caquetá","FLORENCIA","DIRECCIÓN SECCIONAL DE CAQUETÁ","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2020","PREACUERDOS LEGALIZADOS","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","CAPTURAS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Huila","NEIVA","DIRECCIÓN SECCIONAL DE HUILA","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","5"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cundinamarca","VILLETA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2013","CAPTURAS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","CAPTURAS","8"
"INACTIVO","JUICIO","Ley 906","Colombia","Boyaca","TIBASOSA","DIRECCIÓN SECCIONAL DE BOYACÁ","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","PRINCIPIOS DE OPORTUNIDAD LEGALIZADOS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Cundinamarca","NARIÑO","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","5"
"ACTIVO","JUICIO","Ley 906","Colombia","Cauca","POPAYÁN","DIRECCIÓN SECCIONAL DE CAUCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","ESCRITOS DE ACUSACION","2"
"INACTIVO","JUICIO","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","TRASLADOS","2"
"INACTIVO","INDAGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Bolívar","CARTAGENA","DIRECCIÓN SECCIONAL DE BOLÍVAR","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","TRASLADOS","4"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","PREACUERDOS LEGALIZADOS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","DE LOS ATENTADOS CONTRA LA CONFIDENCIALIDAD, LA INTEGRIDAD Y LA DISPONIBILIDAD DE LOS DATOS Y DE LOS SISTEMAS INFORMATICOS","DELITOS INFORMATICOS","NO APLICA","2010","CAPTURAS","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","RONCESVALLES","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","ESCRITOS DE ACUSACION","5"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","CAPTURAS","8"
"ACTIVO","JUICIO","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","ESCRITOS DE ACUSACION","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","TRASLADOS","8"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Norte de Santander","CÚCUTA","DIRECCIÓN SECCIONAL DE NORTE DE SANTANDER","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","TRASLADOS","6"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","TRASLADOS","1"
"ACTIVO","TERMINACIÓN ANTICIPADA","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2015","IMPUTACIONES","3"
"INACTIVO","JUICIO","Ley 906","Colombia","Casanare","YOPAL","DIRECCIÓN SECCIONAL DE CASANARE","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","IMPUTACIONES","7"
"ACTIVO","JUICIO","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2015","IMPUTACIONES","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Quindío","ARMENIA","DIRECCIÓN SECCIONAL DE QUINDÍO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","CAPTURAS","7"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","PREACUERDOS LEGALIZADOS","5"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR APROVECHARSE DE LA CONFIANZA DEPOSITADA POR EL POSEEDOR DE LA INFORMACION O POR QUIEN TUVIERE UN VINCULO CONTRACTUAL CON ESTE. ART. 269H N3","DELITOS INFORMATICOS","NO APLICA","2022","ESCRITOS DE ACUSACION","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","CAPTURAS","4"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","TRASLADOS","3"
"ACTIVO","JUICIO","Ley 906","Colombia","Atlántico","BARRANQUILLA","DIRECCIÓN SECCIONAL DE ATLÁNTICO","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","ESCRITOS DE ACUSACION","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Magdalena","SANTA MARTA","DIRECCIÓN SECCIONAL DE MAGDALENA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2013","IMPUTACIONES","2"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Cesar","AGUACHICA","DIRECCIÓN SECCIONAL DE CESAR","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","ESCRITOS DE ACUSACION","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","RONCESVALLES","DIRECCIÓN SECCIONAL DE TOLIMA","USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","PREACUERDOS LEGALIZADOS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Nariño","PASTO","DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","MANIPULACION DE EQUIPOS MOVILES TERMINALES. ART 105 DE LEY 1453 DE 2.011","DELITOS INFORMATICOS","NO APLICA","2019","ESCRITOS DE ACUSACION","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN ESPECIALIZADA CONTRA ORGANIZACIONES CRIMINALES","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2018","IMPUTACIONES","2"
"ACTIVO","JUICIO","Ley 906","Colombia","Cundinamarca","MOSQUERA","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","USO DE SOFTWARE MALICIOSO ART 269E LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2023","CAPTURAS","3"
"INACTIVO","INDAGACIÓN","Ley 906","Colombia","Sucre","SINCELEJO","DIRECCIÓN SECCIONAL DE SUCRE","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2014","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cundinamarca","NILO","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","PREACUERDOS LEGALIZADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","CHAPARRAL","DIRECCIÓN SECCIONAL DE TOLIMA","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2021","IMPUTACIONES","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","DAÑO INFORMATICO ART 269D LEY 1273 DE 2009, AGRAVADO POR REALIZARSE SOBRE REDES O SISTEMAS INFORMATICOS O DE COMUNICACIONES ESTATALES U OFICIALES O DEL SECTOR FINANCIERO, NACIONALES O EXTRANJEROS ART. 269H N1","DELITOS INFORMATICOS","NO APLICA","2019","CAPTURAS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2017","IMPUTACIONES","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cundinamarca","FACATATIVÁ","DIRECCIÓN SECCIONAL DE CUNDINAMARCA","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2021","TRASLADOS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2014","IMPUTACIONES","1"
"ACTIVO","INDAGACIÓN","Ley 906","Colombia","Santander","BUCARAMANGA","DIRECCIÓN SECCIONAL DE SANTANDER","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","CAPTURAS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","PREACUERDOS LEGALIZADOS","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","RONCESVALLES","DIRECCIÓN SECCIONAL DE TOLIMA","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2022","PREACUERDOS LEGALIZADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Tolima","IBAGUÉ","DIRECCIÓN SECCIONAL DE TOLIMA","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","CAPTURAS","2"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","TRANSFERENCIA NO CONSENTIDA DE ACTIVOS VALIENDOSE DE ALGUNA MANIPULACION INFORMATICA O ARTIFICIO SEMEJANTE ART. 269J LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2016","IMPUTACIONES","3"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Valle del Cauca","CALI","DIRECCIÓN SECCIONAL DE CALI","VIOLACION DE DATOS PERSONALES ART 269F LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2020","PREACUERDOS LEGALIZADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","BOGOTÁ, D. C.","BOGOTÁ, D.C.","DIRECCIÓN SECCIONAL DE BOGOTÁ","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009, AGRAVADO POR OBTENER PROVECHO PARA SI O PARA UN TERCERO. ART. 269H N5","DELITOS INFORMATICOS","NO APLICA","2020","TRASLADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Cesar","VALLEDUPAR","DIRECCIÓN SECCIONAL DE CESAR","OBSTACULIZACION ILEGITIMA DEL SISTEMA INFORMATICO O RED DE TELECOMUNICACION ART 269B LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2025","PREACUERDOS LEGALIZADOS","1"
"ACTIVO","INVESTIGACIÓN","Ley 906","Colombia","Cauca","SANTANDER DE QUILICHAO","DIRECCIÓN SECCIONAL DE CAUCA","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2015","IMPUTACIONES","1"
"ACTIVO","JUICIO","Ley 906","Colombia","Meta","VILLAVICENCIO","DIRECCIÓN SECCIONAL DE META","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","TRASLADOS","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Risaralda","PEREIRA","DIRECCIÓN SECCIONAL DE RISARALDA","ACCESO ABUSIVO A UN SISTEMA INFORMATICO ART 269A LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2024","ESCRITOS DE ACUSACION","1"
"INACTIVO","EJECUCIÓN DE PENAS","Ley 906","Colombia","Antioquia","MEDELLÍN","DIRECCIÓN SECCIONAL DE MEDELLÍN","HURTO POR MEDIOS INFORMATICOS Y SEMEJANTES ART. 269I LEY 1273 DE 2009","DELITOS INFORMATICOS","NO APLICA","2018","IMPUTACIONES","33"
